credit_card_number,credit_card_provider,id,price,purchase_date,isbn10
4307863924723045,Diners Club / Carte Blanche,7638,9300,2020-05-09,1-347-92694-1
4872837116763593994,JCB 16 digit,584,9230,2020-09-22,1-75893-123-X
4059185308399006,JCB 16 digit,4512,5150,2020-01-05,1-83224-373-7
6537338647376717,VISA 13 digit,6241,2503,2020-07-03,1-4256-8740-7
4332056975886600,JCB 16 digit,390,4691,2020-05-03,0-05-981132-3
566813970415,VISA 19 digit,6699,4397,2020-01-08,0-86437-949-8
2222597879179920,Maestro,2359,7024,2020-06-17,1-394-77208-4
4465881827521421,Discover,4980,4568,2020-01-15,0-7064-6254-8
3586128811954952,Diners Club / Carte Blanche,1801,2729,2020-10-10,1-886523-63-0
3576044352752063,JCB 16 digit,6373,5758,2020-10-10,0-215-56587-8
213174059846507,JCB 16 digit,7329,7492,2020-08-18,1-4827-7730-4
676240703204,VISA 19 digit,8591,1648,2020-07-13,0-06-269941-5
4548866524699761,Discover,6419,288,2020-01-03,0-7120-0939-6
3578328938248557,VISA 16 digit,5200,8366,2020-01-24,0-16-930337-3
30575408022726,Maestro,5170,1833,2020-02-04,0-17-739301-7
4313590300938,American Express,3560,6383,2020-02-24,1-122-01652-2
676125876968,VISA 19 digit,9150,5881,2020-02-02,0-342-00369-0
4084395293662686553,Mastercard,1846,4190,2020-08-11,1-64676-376-9
30334331571585,Diners Club / Carte Blanche,1407,8974,2020-06-29,0-697-35685-X
377072604389779,JCB 15 digit,3001,2264,2020-04-06,0-409-26875-5
3571401197561577,Mastercard,4766,2455,2020-02-16,0-88408-994-0
6011875212741341,American Express,3831,7485,2020-02-17,1-76516-025-1
4028980025668958,JCB 15 digit,1040,1988,2020-10-08,0-9814400-4-5
3523825807961315,JCB 16 digit,5366,5941,2020-06-15,1-325-65409-4
2290414543877300,VISA 16 digit,910,5393,2020-06-24,1-5097-9791-2
4227057723508408261,Discover,2442,1319,2020-01-02,1-73061-835-9
4252633746291892,Mastercard,581,6411,2020-05-17,0-493-29085-0
345420240117048,VISA 16 digit,1262,1427,2020-03-29,0-88231-108-5
4074046819818127,VISA 16 digit,170,3149,2020-02-02,1-05-168514-1
30553208059727,Mastercard,4324,3159,2020-07-23,0-359-62493-6
3510648605358772,American Express,1051,9534,2020-01-29,1-67565-571-5
30308115073943,American Express,2070,5308,2020-06-08,0-16-281559-X
5444848001767420,American Express,2242,5970,2020-03-08,0-607-83871-X
4903922216665845655,JCB 15 digit,4062,9099,2020-10-07,0-9765238-1-7
4760291682311854,Diners Club / Carte Blanche,867,2703,2020-01-12,1-57870-092-2
3505425106322350,VISA 19 digit,6096,504,2020-03-26,0-08-348650-X
30305126662631,Discover,4402,9432,2020-07-14,1-209-91160-4
3531546423283997,Diners Club / Carte Blanche,684,2548,2020-04-23,0-8490-8484-9
2396282820731257,Discover,575,9149,2020-09-09,0-8432-7179-5
4140684479447751,JCB 15 digit,7188,572,2020-08-27,1-78243-325-2
2714484111960513,VISA 19 digit,6300,8672,2020-10-04,0-314-59191-5
373072649900733,Maestro,579,8197,2020-05-29,1-327-83789-7
30058374201194,VISA 13 digit,4041,5937,2020-02-09,1-328-72491-3
5145849405652244,VISA 16 digit,9210,3197,2020-07-23,0-565-34132-4
4757806129755358,VISA 19 digit,4038,7383,2020-04-25,1-391-29330-4
4542609314014049,VISA 16 digit,2090,6655,2020-09-11,0-520-60971-9
4047261537355955,VISA 13 digit,345,8332,2020-04-18,1-170-73351-4
3517598457532375,JCB 16 digit,414,8999,2020-04-18,1-67185-693-7
370984823132185,Diners Club / Carte Blanche,1106,686,2020-09-25,0-273-32746-1
30481668710805,Diners Club / Carte Blanche,8349,3118,2020-03-19,0-200-41619-7
6587036737129652,VISA 13 digit,7188,9553,2020-08-18,1-370-27717-2
3574324547064935,VISA 19 digit,8237,2783,2020-07-16,1-68946-846-7
2623925694574162,JCB 15 digit,7534,3329,2020-04-04,1-73162-277-5
4502083435280,Mastercard,2842,2167,2020-08-03,1-64048-082-X
6540910586185062,VISA 19 digit,4112,4642,2020-06-05,1-57747-386-8
5101069829697855,Maestro,3303,7822,2020-02-02,1-872072-09-7
571462881665,Discover,914,4413,2020-05-03,1-870986-24-5
2719139731824995,Mastercard,2724,1425,2020-06-28,1-03-826727-7
4990994919924,Mastercard,1783,9044,2020-09-10,1-969786-84-1
30593977293453,Maestro,9127,5950,2020-09-25,0-02-099015-4
30318644350886,Diners Club / Carte Blanche,7206,5715,2020-10-22,1-397-02612-X
2236912556919932,Diners Club / Carte Blanche,1964,1315,2020-05-26,0-619-98750-2
3507548329687032,VISA 16 digit,1001,9790,2020-06-21,0-259-39213-8
180052353976437,VISA 16 digit,4249,676,2020-10-11,1-74383-606-6
213123278842326,Maestro,346,7667,2020-05-09,1-59795-715-1
3518498062539288,VISA 13 digit,2715,4759,2020-08-21,0-236-58478-2
502068832596,JCB 16 digit,8246,4091,2020-10-03,0-08-127398-3
562770847175,American Express,9791,6116,2020-10-19,1-81325-319-6
060468225200,VISA 16 digit,8161,151,2020-04-29,1-80253-564-0
180087725542905,Maestro,6758,3115,2020-09-29,0-8298-8693-1
2705948258844343,JCB 16 digit,8097,709,2020-08-14,0-04-708731-5
3574132407986950,VISA 13 digit,8269,9694,2020-10-27,0-415-97459-3
30208047860260,Diners Club / Carte Blanche,2955,1526,2020-08-09,0-417-70169-1
378940103042397,Maestro,1966,2067,2020-03-28,0-276-26133-X
3549172905073929,VISA 13 digit,3165,8131,2020-02-22,1-292-91263-4
3570779346529855,American Express,9302,9549,2020-09-28,1-4655-8217-7
4325270027894202,JCB 15 digit,6699,291,2020-08-20,1-83795-523-9
639084922272,JCB 15 digit,8258,6026,2020-07-06,1-4609-6727-5
4325426387058602,Maestro,4533,5077,2020-03-28,1-381-58304-0
583882773828,Diners Club / Carte Blanche,1943,5940,2020-05-23,0-258-02036-9
4041764930016138,JCB 16 digit,4482,9946,2020-02-28,1-5494-7021-3
639096016378,Maestro,4853,4530,2020-06-20,0-7283-0968-8
3588966193397573,American Express,5476,583,2020-06-29,1-83839-672-1
6538586722056666,JCB 16 digit,2125,3549,2020-01-02,1-74572-985-2
6011961479933845,American Express,2790,1645,2020-03-21,0-914893-36-X
6011892521226179,VISA 16 digit,4281,4288,2020-08-29,0-307-78631-5
4864912805901552723,Discover,9406,2197,2020-10-03,1-970462-03-5
4812500753613180,Diners Club / Carte Blanche,5639,9054,2020-09-07,1-70042-067-4
2292430685900245,Maestro,2264,3017,2020-09-05,0-479-30845-4
6536409001500829,Diners Club / Carte Blanche,9952,994,2020-09-25,1-276-63211-8
3500775574357881,JCB 16 digit,6841,7478,2020-10-24,1-925688-83-6
30542658556837,Diners Club / Carte Blanche,3394,3676,2020-08-12,1-85096-833-0
503899081817,American Express,9371,9250,2020-09-03,1-5371-6011-7
4935348303096664380,JCB 15 digit,9749,5687,2020-02-08,0-6487324-9-5
4324220035791495,Discover,5170,6508,2020-03-28,0-7358-8835-3
6570247349713648,VISA 16 digit,6035,3759,2020-04-20,0-10-504769-4
4836731575232,JCB 16 digit,6241,2325,2020-01-06,0-326-62141-5
503859514393,JCB 16 digit,4038,3642,2020-04-16,0-218-08488-9
4213094315479269,American Express,6784,7438,2020-06-26,0-85188-902-6
30247641240933,Discover,2569,3725,2020-06-26,1-56310-818-6
3504483591121614,Diners Club / Carte Blanche,2956,8880,2020-08-23,1-4680-2437-X
346134686880899,VISA 13 digit,9365,453,2020-05-17,0-377-55004-3
4791618972556918,Maestro,9952,1098,2020-03-11,1-71559-379-0
6597880268904928,Discover,1040,4021,2020-05-06,1-03-544618-9
4830394271346,Maestro,6650,1564,2020-08-15,0-355-81059-X
376578386172853,JCB 16 digit,9096,1351,2020-10-07,1-55573-610-6
340100543683202,Mastercard,9943,28,2020-07-22,0-05-262956-2
060438873253,VISA 19 digit,3939,791,2020-10-21,0-9591904-9-X
180097506731486,VISA 13 digit,9380,6054,2020-02-24,0-468-23036-X
213198677016854,Diners Club / Carte Blanche,4705,129,2020-05-23,1-76953-255-2
3528549303569555,Mastercard,9048,2467,2020-10-01,0-9677233-9-6
373751965970814,Maestro,8826,2547,2020-01-18,0-362-99053-0
345159913102701,JCB 16 digit,1296,2744,2020-06-09,1-59733-890-7
3542913920187344,VISA 13 digit,1672,6992,2020-02-18,1-217-17131-2
4596706082663110466,VISA 16 digit,9562,8389,2020-02-09,1-335-11189-1
4596748072660,Discover,9406,3951,2020-08-21,0-463-05216-1
4422459455319,American Express,3515,2783,2020-02-04,0-288-55409-4
30024061181008,Mastercard,4306,4372,2020-09-13,0-402-16358-3
4627931562934,Discover,3220,6853,2020-05-30,0-10-787052-5
3559104672446951,Mastercard,1783,8482,2020-03-25,0-03-626839-9
3553774047012799,JCB 16 digit,7866,8817,2020-01-12,0-16-567430-X
3576939161569717,VISA 16 digit,6436,8931,2020-10-02,0-670-06973-6
3528913826428766,American Express,3355,9626,2020-03-20,1-4498-5541-5
30078753403484,Maestro,4648,5802,2020-07-06,0-397-40394-1
6011876146480477,Mastercard,1964,8685,2020-04-14,0-467-27972-1
2282073737837148,Diners Club / Carte Blanche,3265,2151,2020-08-15,0-658-27285-3
2703137363922325,Mastercard,2932,723,2020-06-17,0-362-55563-X
180014209672602,JCB 16 digit,4705,4999,2020-05-04,1-63423-984-9
6536256403419953,Discover,6120,8067,2020-09-23,1-08-613351-X
2701707984100204,JCB 16 digit,9875,5471,2020-04-07,1-111-67340-3
6011538924266292,VISA 16 digit,9835,9610,2020-07-04,0-7433-2835-3
6531365554323859,JCB 15 digit,2341,405,2020-08-03,1-02-072496-X
4504597790864126,Discover,8713,6332,2020-10-31,0-459-64056-9
6011506926770538,JCB 16 digit,2298,5312,2020-05-30,1-397-73936-3
344999973339722,VISA 13 digit,3675,4838,2020-09-24,1-69790-896-9
4847437224363,Maestro,347,4719,2020-03-04,1-935204-46-7
4412296424101614,VISA 13 digit,684,9911,2020-05-29,0-395-60171-1
347533655975516,JCB 16 digit,5707,6105,2020-10-22,0-657-78519-9
3560592176037978,Mastercard,40,2187,2020-06-03,0-03-455102-6
501881439274,JCB 16 digit,4692,4168,2020-02-04,1-4538-5626-9
372536216569148,Mastercard,6650,937,2020-04-06,0-669-90865-7
213153729937656,JCB 16 digit,4413,5615,2020-03-23,0-11-552906-3
3599585631807527,JCB 16 digit,6463,2199,2020-08-15,1-82346-612-5
4662232589854163610,American Express,4537,5094,2020-02-04,0-506-95106-5
343136853147393,JCB 15 digit,8008,2235,2020-06-17,0-376-42646-2
4587542340239,Discover,7511,6424,2020-01-29,1-72620-248-8
213118544848941,JCB 15 digit,6373,3802,2020-02-20,1-335-57876-5
4369652231304,American Express,4648,6924,2020-01-16,1-997457-22-9
4268625337914594874,VISA 19 digit,2198,9161,2020-10-30,1-7350911-7-0
676367398903,VISA 19 digit,6148,2928,2020-08-02,1-5142-4614-7
3556801975747505,VISA 16 digit,5896,5166,2020-10-28,0-650-34347-6
2580135579022383,VISA 16 digit,1923,8614,2020-10-25,1-238-23838-6
4437422014056406995,Diners Club / Carte Blanche,4648,3320,2020-10-02,0-8102-8490-1
373743060718693,JCB 16 digit,636,2430,2020-05-31,0-464-95934-9
6557442055491110,VISA 16 digit,9705,4308,2020-07-02,1-911283-73-1
30082512914682,VISA 16 digit,5667,2780,2020-05-08,1-4581-6447-0
5490421457471138,VISA 16 digit,3384,1037,2020-07-18,1-03-049397-9
3515825414271868,American Express,4927,3577,2020-01-30,1-116-14720-3
3592679169297685,Mastercard,6985,7919,2020-10-14,1-80592-417-6
3560816137131574,JCB 15 digit,1528,8150,2020-09-13,0-591-65110-6
38597051102151,VISA 13 digit,9835,4375,2020-11-04,1-236-19486-1
374699612448883,Diners Club / Carte Blanche,1849,9068,2020-04-29,0-214-40459-5
3513270968928948,VISA 16 digit,5044,4699,2020-01-27,1-83976-690-5
3516141353924676,JCB 16 digit,506,6680,2020-04-17,0-459-06629-3
502070661074,JCB 16 digit,5794,9645,2020-07-09,1-963447-00-X
4322228278432,American Express,5366,4991,2020-01-01,1-100-82597-5
4865186719612844509,Mastercard,9302,9957,2020-07-04,0-16-639801-2
2261042496251648,VISA 19 digit,3440,6831,2020-01-27,1-940173-61-2
2341884628773468,Mastercard,4692,9854,2020-01-01,1-5479-6118-X
30036150680831,Diners Club / Carte Blanche,6312,4880,2020-06-30,1-79043-882-9
566367023991,Discover,8517,796,2020-03-08,1-58745-556-0
4005693892968032,VISA 16 digit,2461,487,2020-05-24,0-7641-8924-7
372013436933934,JCB 16 digit,3356,5207,2020-05-11,1-74457-521-5
4139929368247587,Maestro,6749,8538,2020-05-11,0-16-145275-2
36662680285850,JCB 15 digit,9302,2781,2020-10-04,0-489-99223-4
346990144219867,Mastercard,1024,1810,2020-09-27,1-904145-56-6
30264542555913,VISA 13 digit,9660,8218,2020-08-24,1-303-91188-4
180050960344254,VISA 19 digit,8161,1236,2020-04-14,0-03-109861-4
376360569567047,VISA 16 digit,9675,1003,2020-08-17,1-06-749655-6
5198414745437644,VISA 16 digit,9210,8832,2020-02-08,0-7362-8236-X
4303960790739687307,Maestro,8418,442,2020-04-21,1-319-52169-X
3565665643404644,Maestro,8870,897,2020-05-15,1-07-858281-5
30017544624792,VISA 19 digit,1583,6920,2020-08-11,0-18-791437-0
6011672945515435,JCB 15 digit,116,8188,2020-06-10,0-249-65502-0
6011951381809266,Discover,187,6940,2020-08-26,1-166-39008-X
213135755058606,Diners Club / Carte Blanche,5602,5708,2020-08-09,1-102-84076-9
2544848068238022,VISA 19 digit,3487,4444,2020-06-15,0-13-303456-9
374149640696236,VISA 19 digit,1227,5242,2020-06-17,0-8109-4013-2
3561633159076580,Diners Club / Carte Blanche,8811,855,2020-05-20,0-221-32571-9
6531855891423289,VISA 19 digit,9496,5281,2020-01-21,1-03-591503-0
4249585022220,VISA 16 digit,9875,3069,2020-05-21,1-197-47463-3
3574766551240431,VISA 16 digit,8588,8271,2020-07-10,0-9533946-6-2
4297594524096390785,Discover,6201,1057,2020-07-11,1-883934-03-6
4114768128054654,VISA 16 digit,4594,3984,2020-09-09,0-580-47332-5
4636602517888357,VISA 16 digit,9496,3167,2020-04-20,0-917573-03-X
4906719142352,VISA 13 digit,9581,9453,2020-02-01,1-84135-967-X
180008334377293,Maestro,6758,2523,2020-06-22,0-13-388047-8
4580875929106007544,VISA 19 digit,2955,6141,2020-10-29,1-125-12401-6
2698905504238620,Discover,4649,2645,2020-08-11,0-345-42977-X
30047163993566,VISA 16 digit,9643,9854,2020-01-02,1-955959-97-8
6011026327302294,JCB 16 digit,1783,2017,2020-09-15,0-07-235830-0
6011635747873468,VISA 16 digit,4012,9439,2020-08-01,0-672-68962-6
3544202995997896,VISA 13 digit,914,5635,2020-01-12,1-4651-9924-1
3545910649060999,JCB 15 digit,8271,4626,2020-04-01,1-177-89096-8
502041177366,Diners Club / Carte Blanche,5521,8482,2020-07-11,1-121-39324-1
348264030272986,Mastercard,4703,4026,2020-09-25,0-933163-59-2
180067455434200,Discover,9515,3589,2020-10-23,1-224-61227-2
4071901233278014,VISA 19 digit,6201,9228,2020-04-07,0-7086-8165-4
2717726091077933,Discover,5976,7198,2020-09-16,1-4835-5981-5
4625973897217357,American Express,8692,5159,2020-05-22,1-278-36773-X
5256271973818443,Maestro,1204,5389,2020-07-20,0-07-734664-5
4329968962463,JCB 16 digit,260,5959,2020-03-22,1-297-08521-3
4522849416803858374,VISA 19 digit,2739,5108,2020-04-28,1-02-207888-7
342972780892870,JCB 16 digit,6516,4425,2020-08-13,0-528-75020-8
213196458730438,VISA 13 digit,5875,9726,2020-05-07,1-991894-82-1
348730911939604,JCB 16 digit,9554,5911,2020-10-24,0-10-752920-3
30451539002195,VISA 16 digit,1368,1495,2020-08-27,0-87501-021-0
569063349264,VISA 16 digit,1819,6047,2020-04-05,1-5148-1730-6
370263502890177,Diners Club / Carte Blanche,3378,9004,2020-10-07,1-265-11920-1
180036881144162,VISA 13 digit,9515,5133,2020-06-30,1-230-46788-2
4797146615660909,VISA 19 digit,4838,6118,2020-03-18,0-8160-9877-8
4206647308068318000,Mastercard,9147,2807,2020-01-20,0-15-073348-8
213142302417814,JCB 15 digit,5480,2587,2020-10-27,1-918984-46-8
30170184036007,Maestro,8802,8031,2020-10-23,1-5097-6888-2
4323834657542286407,American Express,9614,5079,2020-05-17,0-8480-1691-2
30182143072551,JCB 15 digit,40,1881,2020-04-11,1-5346-5257-4
180046848280991,Diners Club / Carte Blanche,8241,2755,2020-05-30,1-295-09125-9
6011786885105211,Mastercard,9515,1896,2020-03-28,0-262-75826-1
5433222742518653,Discover,5475,5913,2020-09-16,1-81099-676-7
343543740065029,Maestro,5044,2155,2020-02-19,0-16-238561-7
4776188444096,JCB 16 digit,2298,9207,2020-01-25,1-84297-954-X
2366657069016575,JCB 16 digit,2741,548,2020-09-25,1-147-28449-0
6524834944628193,JCB 16 digit,5416,2401,2020-01-21,1-921113-40-5
4842720142724225,VISA 19 digit,8760,7009,2020-07-20,1-4522-1135-3
